CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,LifetimeValue,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash On Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_Unified Payment Interface,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Cluster
52629,0,10,1,7,2,3,1,2,0,11,0,1,3,120,112,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52630,0,12,1,16,3,3,3,8,0,21,2,3,2,235,758,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
52631,0,19,3,32,3,4,4,9,0,15,1,2,2,180,570,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52632,0,13,1,8,3,3,5,5,0,17,1,1,2,134,221,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
52633,0,15,1,19,3,1,5,6,0,18,1,1,0,155,270,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52634,0,8,1,8,2,3,1,3,0,14,1,1,7,158,112,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52635,0,11,2,15,3,3,4,6,0,13,2,3,8,126,429,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52636,1,0,1,15,3,3,5,5,0,17,0,1,7,153,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52637,1,0,1,16,2,3,5,2,0,15,0,1,8,142,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
52638,0,12,3,26,2,3,1,3,0,18,1,2,2,141,432,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52639,0,16,1,15,2,3,3,5,0,13,1,1,2,124,208,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52640,0,14,1,11,2,1,4,4,0,12,0,1,2,169,168,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52641,0,14,3,10,2,3,3,1,1,13,5,13,5,204,2366,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2
52642,0,3,1,16,3,3,3,10,0,14,0,1,2,197,42,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
52643,1,10,2,26,3,3,4,1,1,11,0,1,4,121,112,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52644,1,9,1,27,3,3,4,5,0,22,3,3,7,189,594,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52645,0,13,1,7,2,3,1,5,0,17,0,1,3,165,221,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52646,0,7,3,14,3,1,3,2,0,21,2,4,8,168,588,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52647,0,30,3,8,2,3,4,5,0,22,1,14,14,263,9240,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
52648,0,8,1,29,2,5,3,1,0,16,0,1,3,127,128,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52649,0,20,1,10,3,4,4,9,1,12,5,14,10,203,3360,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2
52650,0,13,1,18,2,3,5,3,0,12,1,7,7,144,1092,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52651,0,27,1,13,3,3,1,5,0,15,1,1,7,169,405,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52652,0,4,3,13,3,3,5,3,0,14,2,2,2,196,112,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
52653,0,1,1,7,3,3,5,2,0,25,1,1,2,136,25,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52654,0,11,3,8,3,5,1,3,1,20,0,1,3,154,220,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52655,0,0,3,16,2,3,1,2,0,13,1,1,2,147,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
52656,0,30,1,21,2,3,3,3,1,14,2,3,2,258,1263,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
52657,0,10,1,20,2,3,3,2,0,16,1,1,0,115,163,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
52658,1,0,2,24,2,1,5,1,0,17,1,1,0,130,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52659,1,0,2,15,2,4,5,5,1,15,2,2,0,123,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52660,0,18,3,8,3,3,3,5,0,22,3,5,7,152,1980,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52661,0,9,1,8,3,3,4,5,1,22,1,1,0,170,198,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
52662,0,16,3,8,3,3,1,2,0,20,7,7,7,157,2240,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2
52663,0,0,1,15,2,3,1,1,1,14,1,1,2,124,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52664,0,2,1,26,2,3,1,2,0,13,1,3,10,138,78,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52665,0,5,3,16,3,3,1,9,0,13,0,1,0,146,65,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52666,0,15,1,16,2,3,3,4,0,22,3,3,3,129,990,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52667,0,10,1,15,3,3,3,5,0,12,0,2,0,121,244,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52668,0,19,1,8,2,3,1,4,0,14,0,4,7,186,1064,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52669,0,1,2,7,2,3,1,2,0,15,1,2,2,127,30,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52670,0,2,1,35,3,5,3,9,0,17,0,1,6,164,34,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52671,0,15,1,14,2,3,3,5,0,13,1,1,0,140,195,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52672,1,0,3,8,2,4,4,8,1,12,1,2,2,199,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52673,0,19,3,9,2,1,5,3,0,12,2,3,8,232,685,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
52674,0,0,3,29,2,4,3,2,0,21,3,5,8,135,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52675,0,2,2,12,2,4,4,2,0,11,1,1,0,128,22,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52676,0,16,1,12,2,4,3,8,0,15,6,6,14,294,1507,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
52677,0,21,1,16,3,4,4,5,0,15,3,12,9,297,3958,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
52678,1,0,1,15,3,4,1,2,1,24,1,1,0,124,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52679,1,9,3,16,3,3,4,6,0,21,1,1,7,173,189,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
52680,0,0,1,21,3,4,5,1,0,19,0,7,3,148,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
52681,0,12,1,25,2,3,1,9,0,14,0,2,2,139,336,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
52682,0,28,1,8,2,4,1,9,0,20,1,1,4,127,560,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52683,0,1,3,9,2,3,4,2,0,19,1,1,0,129,19,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52684,1,0,3,15,2,3,1,2,0,13,0,1,0,111,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52685,1,0,1,15,3,3,4,2,1,23,1,1,0,125,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52686,0,9,3,16,3,4,3,2,1,13,0,1,7,157,117,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52687,0,4,1,26,2,3,3,2,0,11,0,1,2,142,44,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52688,0,7,3,10,3,3,1,3,1,13,0,1,0,197,91,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52689,0,10,1,13,2,3,5,4,0,14,0,1,2,121,142,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52690,0,10,1,13,3,3,5,6,1,22,0,1,4,143,220,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52691,0,8,1,22,2,4,4,1,1,11,0,1,2,148,88,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
52692,0,18,1,31,3,4,1,1,0,13,0,3,8,159,702,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52693,0,9,2,8,3,4,1,2,0,21,1,1,8,139,189,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
52694,0,13,1,7,3,3,5,3,0,11,1,11,16,268,1573,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
52695,0,0,1,7,2,4,3,2,1,13,0,1,0,129,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
52696,0,0,3,8,2,1,3,1,0,14,0,1,7,165,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
52697,0,21,1,28,2,3,1,4,0,11,1,4,7,272,924,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
52698,0,17,1,7,3,1,5,3,0,15,1,2,2,150,510,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52699,1,10,1,22,2,5,5,2,1,23,0,3,0,123,703,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52700,1,19,1,15,3,3,1,2,0,16,0,1,0,126,304,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52701,0,9,3,23,2,4,4,3,0,16,1,1,3,155,144,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
52702,0,14,3,14,2,3,4,6,0,21,0,1,4,144,294,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52703,0,15,1,12,2,3,5,10,0,13,5,3,7,233,586,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
52704,0,4,3,16,2,3,1,3,1,11,1,1,4,166,44,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52705,0,7,3,9,3,4,1,4,1,12,0,1,1,181,84,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52706,0,4,1,10,3,1,3,9,0,12,1,2,2,140,96,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52707,0,0,1,15,3,1,1,1,0,18,2,7,7,125,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52708,0,18,1,7,2,3,3,5,0,12,0,1,3,154,216,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
52709,0,6,3,16,2,3,3,2,0,14,0,1,9,155,84,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52710,0,1,3,7,2,4,1,2,1,12,1,1,7,168,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52711,1,0,3,30,2,1,5,2,0,17,0,1,0,111,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52712,0,12,3,27,2,5,3,7,0,19,0,1,2,157,228,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52713,0,10,1,8,2,3,4,2,0,11,0,1,2,122,112,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52714,0,7,1,28,2,4,1,2,1,15,3,6,11,157,630,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
52715,1,0,3,19,2,3,3,4,1,11,0,2,2,199,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
52716,0,20,1,20,3,3,4,9,0,18,0,1,7,155,360,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52717,0,29,3,17,2,4,5,5,0,16,0,1,0,154,464,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52718,0,12,1,15,2,3,5,2,0,25,0,7,9,152,2100,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2
52719,0,10,1,14,2,4,4,2,1,16,1,1,7,121,163,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52720,0,60,3,27,3,3,1,5,1,13,1,1,0,279,780,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
52721,1,0,1,15,2,1,3,4,1,14,0,1,3,124,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52722,0,11,1,15,3,3,1,3,0,19,0,1,3,148,209,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52723,0,22,1,8,2,3,1,4,0,15,1,4,3,292,1320,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
52724,0,15,3,18,3,3,1,4,1,12,1,1,0,151,180,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
52725,1,0,2,28,2,4,4,2,0,12,1,1,0,129,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
52726,0,8,3,24,3,3,5,1,0,16,1,1,4,156,128,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52727,0,10,1,22,2,3,3,2,0,14,0,1,4,121,142,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52728,0,4,1,9,2,3,5,2,1,13,2,2,3,131,104,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52729,0,9,1,15,2,1,4,2,0,22,1,1,2,128,198,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52730,0,7,3,7,2,3,1,2,0,21,2,2,1,199,294,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
52731,0,7,3,19,2,3,3,2,0,18,0,1,1,186,126,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
52732,0,0,1,7,2,3,5,1,0,13,7,7,6,129,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52733,0,2,1,7,2,3,5,1,0,12,0,1,2,154,24,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52734,0,5,1,21,2,3,1,6,0,18,0,1,2,167,90,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52735,0,4,1,7,2,5,5,2,0,21,6,8,7,150,672,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52736,1,0,1,15,2,4,1,6,0,12,1,1,3,124,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52737,0,11,3,7,2,4,5,5,0,14,1,1,0,129,154,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52738,0,8,3,13,2,3,1,2,1,11,1,1,9,152,88,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52739,0,0,3,15,2,3,1,2,0,14,1,1,7,141,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52740,0,5,1,11,2,4,1,9,0,24,1,1,0,197,120,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52741,1,0,3,32,3,3,1,2,1,11,0,1,8,156,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
52742,1,16,3,30,3,3,5,7,1,13,0,2,2,204,416,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
52743,0,27,1,15,2,3,3,4,0,11,1,2,3,129,594,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52744,0,6,1,13,2,3,3,2,0,20,0,2,8,160,240,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52745,0,16,1,17,1,3,3,2,0,17,1,1,9,175,272,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
52746,0,11,2,7,2,3,4,1,1,11,0,1,2,130,121,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52747,0,28,2,32,3,1,4,5,1,15,1,1,4,296,439,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
52748,0,4,1,8,2,5,1,2,1,11,0,1,0,111,44,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52749,0,12,3,21,3,3,5,1,0,12,4,3,10,233,433,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
52750,0,15,1,29,2,4,3,2,0,12,3,3,7,143,540,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52751,0,4,1,16,2,3,3,5,0,20,3,4,4,210,320,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
52752,0,27,1,16,3,3,5,7,1,19,0,1,4,144,513,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
52753,0,0,1,7,2,4,3,2,0,12,1,1,2,146,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52754,0,0,1,15,3,3,1,2,0,13,1,1,4,126,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
52755,0,13,1,17,3,3,3,2,0,11,7,9,4,163,1287,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52756,0,13,3,8,3,3,4,4,0,14,1,5,10,157,910,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52757,0,10,2,8,2,3,4,5,0,14,0,1,2,122,142,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
52758,0,3,1,7,3,3,4,2,0,13,1,1,7,137,39,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52759,0,0,1,8,2,3,3,7,1,19,0,1,2,140,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
52760,0,20,1,31,2,3,3,3,0,23,9,12,11,186,5520,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2
52761,0,10,1,7,2,4,3,2,0,12,0,1,0,120,122,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52762,0,11,3,7,2,3,4,1,0,15,1,5,8,144,825,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52763,0,4,3,8,2,3,3,1,0,19,0,1,2,131,76,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52764,0,11,1,12,3,4,3,3,0,11,2,7,7,153,847,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52765,0,15,1,24,2,3,5,7,1,17,1,1,2,154,255,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52766,0,14,1,7,2,3,1,4,0,22,0,1,0,128,308,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52767,0,20,1,7,3,3,4,1,0,18,0,5,4,220,1800,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
52768,0,8,1,17,2,3,3,8,1,11,2,2,2,127,176,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52769,0,0,1,7,3,3,3,1,0,12,1,1,2,134,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52770,0,8,1,15,2,3,3,2,0,19,0,1,8,151,152,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
52771,0,6,1,21,3,3,1,1,1,13,6,8,1,149,624,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
52772,0,5,1,35,2,4,4,2,0,13,0,4,1,128,260,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52773,0,13,1,15,2,3,1,9,0,19,1,1,0,124,247,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52774,0,10,3,7,3,4,4,1,0,14,2,2,2,123,285,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52775,0,12,1,30,2,3,1,8,0,13,0,1,7,141,156,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52776,0,11,1,16,3,5,3,4,0,12,0,3,11,232,397,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
52777,0,5,3,7,2,3,1,2,0,19,0,5,7,204,475,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
52778,0,10,1,16,2,1,1,2,1,25,5,3,8,237,752,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
52779,0,0,3,14,2,3,3,1,1,22,0,1,4,149,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
52780,0,25,3,35,2,3,1,3,0,15,1,1,0,135,375,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
52781,0,17,1,15,2,3,1,7,1,12,1,1,2,124,204,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52782,0,0,3,15,2,3,5,2,1,11,1,1,2,124,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52783,0,12,1,15,2,3,1,3,0,15,1,1,3,294,188,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
52784,1,10,3,15,2,3,5,2,0,19,1,1,0,118,193,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
52785,0,9,3,9,3,4,1,1,0,19,0,3,4,176,513,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
52786,0,9,1,10,3,3,4,8,0,13,0,1,2,151,117,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52787,0,29,1,7,2,3,3,2,0,21,0,1,9,163,609,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52788,1,0,1,7,2,3,1,10,1,14,2,2,2,148,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
52789,0,15,1,8,2,3,3,6,0,11,1,4,14,289,660,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
52790,1,19,1,15,3,3,3,9,0,11,6,9,8,123,1881,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
52791,0,14,1,34,2,4,4,1,0,23,1,3,10,236,968,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
52792,0,7,3,34,3,4,3,2,0,21,1,1,7,167,147,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52793,0,9,3,21,2,5,1,2,0,24,5,11,11,154,2376,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2
52794,0,14,3,9,2,4,4,3,0,11,1,1,4,189,154,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52795,0,5,1,15,3,3,5,2,0,14,0,1,2,124,70,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52796,0,8,2,32,2,3,1,2,1,16,1,1,7,188,128,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
52797,0,11,3,16,3,3,1,2,0,11,0,1,9,153,121,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
52798,1,13,3,7,3,3,3,8,0,12,1,1,1,167,156,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52799,0,9,3,17,3,4,1,5,0,13,1,1,0,167,117,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
52800,0,18,3,26,2,3,3,9,0,15,0,1,1,149,270,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
52801,0,13,1,8,2,4,3,3,0,14,0,2,2,128,364,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52802,0,8,1,24,3,3,3,2,1,14,0,1,2,157,112,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52803,0,10,1,8,3,3,3,3,0,14,0,1,2,120,142,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
52804,0,8,1,7,2,5,1,2,0,12,1,1,1,130,96,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
52805,0,2,1,19,2,4,4,5,1,13,0,1,3,140,26,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
52806,0,2,1,34,3,4,5,2,0,14,0,1,4,138,28,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
52807,1,13,3,34,2,4,5,5,1,13,2,2,0,209,338,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
52808,0,12,3,30,2,4,1,1,0,11,3,9,4,220,1188,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
52809,0,4,1,11,3,3,5,1,0,19,1,1,7,199,76,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
52810,0,0,3,11,2,4,3,1,0,18,1,1,0,130,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
52811,0,9,1,15,2,1,1,5,0,17,0,1,3,126,153,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52812,0,12,1,12,2,4,5,5,0,15,0,1,7,200,180,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
52813,0,0,1,10,2,1,4,2,1,20,0,1,3,161,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
52814,0,22,3,8,3,4,4,3,0,14,1,1,8,154,308,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52815,0,7,1,14,2,1,3,3,0,12,1,1,2,144,84,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
52816,1,5,3,7,4,4,2,10,1,12,2,2,6,185,120,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
52817,1,1,1,9,4,5,3,8,1,16,1,2,1,146,32,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
52818,1,1,1,31,3,5,3,7,1,15,1,2,4,145,30,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52819,1,1,3,16,3,5,5,9,0,24,1,2,4,159,48,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
52820,1,1,1,13,3,4,5,4,0,12,2,2,4,155,24,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52821,1,1,1,23,4,6,5,3,1,23,5,7,8,164,161,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
52822,1,3,3,12,3,4,2,5,0,15,1,2,1,146,90,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
52823,1,1,1,7,4,4,2,4,1,17,3,3,1,148,51,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
52824,1,14,3,10,3,5,3,3,1,15,1,2,3,152,420,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
